2020-03-04 13:54:03
  PID COMM             ARGS                                                              %CPU      VSZ     STIME USER               UID
    1 /sbin/launchd    /sbin/launchd                                                      0.0  4417876   8:50.00 root                 0
  486 /System/Library/ /System/Library/PrivateFrameworks/CacheDelete.framework/deleted    0.0  4425600   0:26.45 qww                501
  490 /System/Library/ /System/Library/Frameworks/iTunesLibrary.framework/Versions/A/XP   0.0  4424216   0:00.20 qww                501
  493 /usr/libexec/log /usr/libexec/loginitemregisterd                                    0.0  4395908   0:00.06 qww                501
  539 /System/Library/ /System/Library/CoreServices/Software Update.app/Contents/Resour   0.0  4371508   0:00.07 qww                501
  541 /System/Library/ /System/Library/CoreServices/Software Update.app/Contents/Resour   0.0  4428472   0:00.31 _softwareupdate    200
  542 /System/Library/ /System/Library/CoreServices/Software Update.app/Contents/Resour   0.0  4362360   0:00.04 root                 0
  543 /System/Library/ /System/Library/Frameworks/ApplicationServices.framework/Framewo   0.0  4423628   0:00.10 _atsserver          97
  547 /usr/libexec/sir /usr/libexec/siriknowledged                                        0.0  4422236   0:00.15 qww                501
  548 /System/Library/ /System/Library/PrivateFrameworks/FMClient.framework/Versions/A/   0.0  4405656   0:00.12 qww                501
  552 /usr/libexec/tru /usr/libexec/trustd --agent                                        0.0  4425912   0:00.16 _spotlight          89
  560 /usr/sbin/distno /usr/sbin/distnoted agent                                          0.0  4396008   0:03.23 _spotlight          89
  582 /usr/sbin/spindu /usr/sbin/spindump                                                 0.0  4465316   0:02.65 root                 0
  583 /usr/libexec/spi /usr/libexec/spindump_agent                                        0.0  4396000   0:00.08 qww                501
  606 /System/Library/ /System/Library/Frameworks/ApplicationServices.framework/Framewo   0.0  4447912   0:00.32 qww                501
  651 /System/Library/ /System/Library/CoreServices/ReportCrash agent                     0.0  4434104   0:01.59 qww                501
  704 /System/Library/ /System/Library/Frameworks/LocalAuthentication.framework/Support   0.0  5032980   0:05.26 qww                501
  705 /usr/libexec/USB /usr/libexec/USBAgent                                              0.0  4388256   0:00.05 qww                501
  719 /System/Library/ /System/Library/CoreServices/PowerChime.app/Contents/MacOS/Power   0.0  4541160   0:05.75 qww                501
  721 /System/Library/ /System/Library/CoreServices/ReportCrash daemon                    0.0  4353456   0:00.01 root                 0
  738 /System/Library/ /System/Library/PrivateFrameworks/AppStoreDaemon.framework/Suppo   0.0  4437940   0:03.38 qww                501
  739 /System/Library/ /System/Library/PrivateFrameworks/CommerceKit.framework/Versions   0.0  4432072   0:00.12 qww                501
  740 /System/Library/ /System/Library/PrivateFrameworks/CommerceKit.framework/Versions   0.0  4432628   0:01.21 qww                501
  741 /System/Library/ /System/Library/PrivateFrameworks/AssistantServices.framework/Ve   0.0  4406496   0:00.08 qww                501
  746 /System/Library/ /System/Library/PrivateFrameworks/PhotoAnalysis.framework/Versio   0.0  4421472   0:00.16 qww                501
  752 /System/Library/ /System/Library/CoreServices/mapspushd                             0.0  4424372   0:00.32 qww                501
  755 /System/Library/ /System/Library/PrivateFrameworks/UsageTracking.framework/Versio   0.0  4422640   0:00.12 qww                501
  757 /usr/libexec/per /usr/libexec/periodic-wrapper daily                                0.0  4326608   0:00.01 root                 0
  758 /System/Library/ /System/Library/PrivateFrameworks/QuickLookThumbnailing.framewor   0.0  4413500   0:00.07 qww                501
  822 /usr/libexec/sil /usr/libexec/silhouette                                            0.0  4388284   0:00.10 qww                501
  826 /System/Library/ /System/Library/PrivateFrameworks/PhotoLibraryPrivate.framework/   0.0  4451780   0:00.14 qww                501
  828 /usr/bin/sysdiag /usr/bin/sysdiagnose                                               0.0  4423408   0:00.09 root                 0
  833 /System/Library/ /System/Library/Frameworks/CoreServices.framework/Frameworks/Met   0.0  4423604   0:03.02 qww                501
  978 /System/Library/ /System/Library/PrivateFrameworks/IMDPersistence.framework/IMAut   0.0  4422360   0:00.16 qww                501
 1400 /usr/libexec/gam /usr/libexec/gamecontrollerd                                       0.0  4395480   0:03.98 _gamecontrollerd   247
 1402 /Applications/Go /Applications/Google Chrome.app/Contents/Frameworks/Google Chrom   0.0  4381732   0:00.07 qww                501
 1405 /Applications/Go /Applications/Google Chrome.app/Contents/Frameworks/Google Chrom   0.0  6084832  18:47.84 qww                501
 1407 /Applications/Go /Applications/Google Chrome.app/Contents/Frameworks/Google Chrom   0.1  4693524   2:54.13 qww                501
 1409 /Applications/Go /Applications/Google Chrome.app/Contents/Frameworks/Google Chrom   0.0  4429764   0:00.09 qww                501
 1410 /System/Library/ /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPC   0.0  4432684   0:01.40 qww                501
 1415 /Applications/Go /Applications/Google Chrome.app/Contents/Frameworks/Google Chrom   0.0  8934868   0:01.08 qww                501
 1422 /Applications/Go /Applications/Google Chrome.app/Contents/Frameworks/Google Chrom   0.0  8937596   0:00.84 qww                501
 1423 /Applications/Go /Applications/Google Chrome.app/Contents/Frameworks/Google Chrom   0.0  9101392   0:03.99 qww                501
 1424 /Applications/Go /Applications/Google Chrome.app/Contents/Frameworks/Google Chrom   0.0  8935892   0:09.04 qww                501
 1425 /Applications/Go /Applications/Google Chrome.app/Contents/Frameworks/Google Chrom   0.0  8939996   0:01.80 qww                501
 1426 /Applications/Go /Applications/Google Chrome.app/Contents/Frameworks/Google Chrom   0.0  9066936   0:01.61 qww                501
 1427 /Applications/Go /Applications/Google Chrome.app/Contents/Frameworks/Google Chrom   0.0  8931756   0:00.57 qww                501
 1465 /System/Library/ /System/Library/Frameworks/Metal.framework/Versions/A/XPCService   0.0  4861580   0:00.06 qww                501
 1466 /System/Library/ /System/Library/Frameworks/Metal.framework/Versions/A/XPCService   0.0  4822664   0:00.01 qww                501
 2165 /System/Library/ /System/Library/PreferencePanes/Displays.prefPane/Contents/Resou   0.0  4572416   0:04.44 qww                501
 2186 /usr/libexec/ass /usr/libexec/assertiond                                            0.0  4395120   0:00.23 qww                501
 2194 /System/Library/ /System/Library/CoreServices/OSDUIHelper.app/Contents/MacOS/OSDU   0.0  4969984   0:05.31 qww                501
 2253 /System/Library/ /System/Library/PrivateFrameworks/KerberosHelper/Helpers/DiskUnm   0.0  4326608   0:00.01 qww                501
 2265 /Applications/We /Applications/WeChat.app/Contents/MacOS/WeChat                     0.5  5943404   7:10.89 qww                501
 2271 /Applications/So /Applications/Sourcetree.app/Contents/MacOS/Sourcetree             0.0  7632280   0:56.04 qww                501
 2394 /Applications/iT /Applications/iTerm.app/Contents/MacOS/iTerm2                      8.1  5878040   3:16.98 qww                501
 2698 /Applications/Di /Applications/DingTalk.app/Contents/MacOS/DingTalk                 0.0  5872088   4:13.03 qww                501
 2699 /Applications/Di /Applications/DingTalk.app/Contents/Frameworks/DingTalk Helper.a   0.0  4774176   0:03.59 qww                501
 2700 /System/Library/ /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPC   0.0  4423972   0:00.09 qww                501
 2706 /Applications/Di /Applications/DingTalk.app/Contents/Frameworks/DingTalk Helper.a   0.2  5136700   0:58.56 qww                501
 2707 /Applications/Di /Applications/DingTalk.app/Contents/Frameworks/DingTalk Helper.a   1.3  5096704   3:28.18 qww                501
 2710 /Applications/QQ /Applications/QQ.app/Contents/MacOS/QQ                             3.7  6573636  19:30.26 qww                501
 2713 /Applications/QQ /Applications/QQ.app/Contents/Library/LoginItems/QQ jietu plugin   0.0  4968392   0:32.12 qww                501
 2714 /System/Library/ /System/Library/Frameworks/AudioToolbox.framework/XPCServices/co   0.0  4322316   0:00.01 qww                501
 2788 /Applications/Vi /Applications/Visual Studio Code.app/Contents/MacOS/Electron       0.0  5812032  11:06.15 qww                501
 2789 /System/Library/ /System/Library/Frameworks/CoreServices.framework/Frameworks/Met   0.0  4422728   0:00.14 qww                501
 2790 /Applications/Vi /Applications/Visual Studio Code.app/Contents/Frameworks/Code He   0.0  5424844   8:56.04 qww                501
 2791 /System/Library/ /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPC   0.0  4423972   0:00.09 qww                501
 2792 /Applications/Vi /Applications/Visual Studio Code.app/Contents/Frameworks/Code He   0.0  5694348   1:30.67 qww                501
 2793 /Applications/Vi /Applications/Visual Studio Code.app/Contents/Frameworks/Code He   0.0  6035124   4:40.34 qww                501
 2815 /Applications/Vi /Applications/Visual Studio Code.app/Contents/Frameworks/Electro   0.0  4365320   0:00.05 qww                501
 2819 /Applications/Vi /Applications/Visual Studio Code.app/Contents/Frameworks/Code He   0.0  4812072   2:48.03 qww                501
 2849 /Applications/Vi /Applications/Visual Studio Code.app/Contents/Frameworks/Code He   0.0  5086172   0:39.21 qww                501
 3209 /System/Library/ /System/Library/Frameworks/ApplicationServices.framework/Framewo   0.0  4467336   0:05.97 qww                501
 3303 /System/Library/ /System/Library/PrivateFrameworks/FileProvider.framework/Support   0.0  4395900   0:00.13 qww                501
 3306 /System/Library/ /System/Library/Frameworks/Metal.framework/Versions/A/XPCService   0.0  4851496   0:00.07 qww                501
 3307 /Applications/Vi /Applications/Visual Studio Code.app/Contents/Frameworks/Code He   0.0  5732336   7:00.92 qww                501
 3335 /Applications/Vi /Applications/Visual Studio Code.app/Contents/Frameworks/Code He   0.0  4799620   0:01.33 qww                501
 3337 /Applications/Vi /Applications/Visual Studio Code.app/Contents/Frameworks/Code He   0.0  4810832   2:34.39 qww                501
 3939 /Applications/Vi /Applications/Visual Studio Code.app/Contents/Frameworks/Code He   0.0  6202568   3:14.61 qww                501
 3940 /Applications/Vi /Applications/Visual Studio Code.app/Contents/Frameworks/Code He   0.0  5821788   8:39.46 qww                501
 3941 /Applications/Vi /Applications/Visual Studio Code.app/Contents/Frameworks/Code He   0.0  4824220   3:38.99 qww                501
 6064 /System/Library/ /System/Library/Frameworks/MediaAccessibility.framework/Versions   0.0  4395372   0:00.06 qww                501
 6065 /System/Library/ /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPC   0.0  4463168   0:03.52 qww                501
 6164 /System/Library/ /System/Library/PrivateFrameworks/PackageKit.framework/Resources   0.0  4395420   0:00.06 root                 0
 6165 /System/Library/ /System/Library/PrivateFrameworks/PackageKit.framework/Resources   0.0  4421940   0:00.07 root                 0
 6171 /System/Library/ /System/Library/Frameworks/MediaLibrary.framework/Versions/A/XPC   0.0  4449488   0:00.44 qww                501
 6243 /Applications/Vi /Applications/Visual Studio Code.app/Contents/Frameworks/Code He   0.0  4816256   0:02.41 qww                501
 6244 /Applications/Vi /Applications/Visual Studio Code.app/Contents/Frameworks/Code He   0.0  4833492   0:01.23 qww                501
 6313 /System/Library/ /System/Library/PrivateFrameworks/PassKitCore.framework/passd      0.0  4433880   0:01.48 qww                501
 6314 /usr/libexec/sel /usr/libexec/seld                                                  0.0  4421604   0:00.11 _applepay          260
 6688 /Applications/Go /Applications/Google Chrome.app/Contents/Frameworks/Google Chrom   0.0  8946008   0:03.56 qww                501
 6690 /Applications/Go /Applications/Google Chrome.app/Contents/Frameworks/Google Chrom   0.0  8973944   0:03.16 qww                501
 6693 /Applications/Go /Applications/Google Chrome.app/Contents/Frameworks/Google Chrom   0.0  9383604   0:13.29 qww                501
 6708 /Applications/Vi /Applications/Visual Studio Code.app/Contents/Frameworks/Code He   0.0  4787620   0:06.04 qww                501
 6709 /Applications/Vi /Applications/Visual Studio Code.app/Contents/Frameworks/Code He   0.4  5292728   5:18.85 qww                501
 6710 /Applications/Vi /Applications/Visual Studio Code.app/Contents/Frameworks/Code He   0.0  4836436   1:31.61 qww                501
 6712 /Applications/Vi /Applications/Visual Studio Code.app/Contents/Frameworks/Code He   0.0  4855540   0:04.38 qww                501
 7160 /Applications/Go /Applications/Google Chrome.app/Contents/Frameworks/Google Chrom   0.0  9318128   0:14.82 qww                501
 7347 /Applications/Go /Applications/Google Chrome.app/Contents/Frameworks/Google Chrom   0.0  9208060   0:22.27 qww                501
 7468 /Applications/Go /Applications/Google Chrome.app/Contents/Frameworks/Google Chrom   0.0  8950808   0:10.18 qww                501
 7480 /Applications/Go /Applications/Google Chrome.app/Contents/Frameworks/Google Chrom   0.0  8940104   0:11.41 qww                501
 7481 /Applications/Go /Applications/Google Chrome.app/Contents/Frameworks/Google Chrom   0.0  8941060   0:12.22 qww                501
 7482 /Applications/Go /Applications/Google Chrome.app/Contents/Frameworks/Google Chrom   0.0  9144016   0:11.35 qww                501
 7498 /Applications/Go /Applications/Google Chrome.app/Contents/Frameworks/Google Chrom   0.0  4649768   0:07.50 qww                501
 7499 /System/Library/ /System/Library/Frameworks/AudioToolbox.framework/XPCServices/co   0.0  4332556   0:00.01 qww                501
10854 /Applications/Go /Applications/Google Chrome.app/Contents/Frameworks/Google Chrom   0.0  9119684   0:10.21 qww                501
11223 /Applications/Go /Applications/Google Chrome.app/Contents/Frameworks/Google Chrom   0.0  9123296   0:10.91 qww                501
12034 /Applications/Go /Applications/Google Chrome.app/Contents/Frameworks/Google Chrom   0.0  9116676   0:10.60 qww                501
12151 /Applications/Go /Applications/Google Chrome.app/Contents/Frameworks/Google Chrom   0.0  9350392   0:10.53 qww                501
12246 /Applications/Go /Applications/Google Chrome.app/Contents/Frameworks/Google Chrom   0.0  9139108   0:14.39 qww                501
12303 /Applications/Vi /Applications/Visual Studio Code.app/Contents/Frameworks/Code He   0.0  5898712   0:00.62 qww                501
12330 /Applications/Vi /Applications/Visual Studio Code.app/Contents/Frameworks/Code He   0.0  5943884   0:00.77 qww                501
12341 /Applications/Vi /Applications/Visual Studio Code.app/Contents/Frameworks/Code He   0.0  5957080   0:01.21 qww                501
12780 /Applications/Go /Applications/Google Chrome.app/Contents/Frameworks/Google Chrom   0.0  9139888   0:23.76 qww                501
13307 /Applications/Go /Applications/Google Chrome.app/Contents/Frameworks/Google Chrom   0.0  9264788   0:09.12 qww                501
14446 /Applications/Vi /Applications/Visual Studio Code.app/Contents/Frameworks/Code He   0.0  6013816   0:01.20 qww                501
14736 /Applications/Vi /Applications/Visual Studio Code.app/Contents/Frameworks/Code He   0.0  4837088   0:01.10 qww                501
15663 /System/Library/ /System/Library/CoreServices/ControlStrip.app/Contents/XPCServic   0.0  4394992   0:00.12 qww                501
15665 /System/Library/ /System/Library/PrivateFrameworks/AssistantServices.framework/Ve   0.0  4406276   0:00.05 qww                501
15902 /Applications/Vi /Applications/Visual Studio Code.app/Contents/Frameworks/Code He   0.0  5881368   0:00.37 qww                501
16261 /Applications/Vi /Applications/Visual Studio Code.app/Contents/Frameworks/Code He   0.0  5948556   0:00.71 qww                501
16305 /Applications/Vi /Applications/Visual Studio Code.app/Contents/Frameworks/Code He   0.0  6071552   0:00.99 qww                501
16583 /Applications/Vi /Applications/Visual Studio Code.app/Contents/Frameworks/Code He   0.0  4782296   0:03.61 qww                501
16584 /Applications/Vi /Applications/Visual Studio Code.app/Contents/Frameworks/Code He   0.0  5037452   1:28.13 qww                501
16587 /Applications/Vi /Applications/Visual Studio Code.app/Contents/Frameworks/Code He   0.0  4810248   1:10.31 qww                501
17014 /Applications/Vi /Applications/Visual Studio Code.app/Contents/Frameworks/Code He   0.0  4789608   0:01.01 qww                501
17188 /Applications/Vi /Applications/Visual Studio Code.app/Contents/Frameworks/Code He   0.0  4791716   0:01.07 qww                501
17360 /Applications/Go /Applications/Google Chrome.app/Contents/Frameworks/Google Chrom   0.1 13514200   0:13.35 qww                501
18636 /Applications/Vi /Applications/Visual Studio Code.app/Contents/Frameworks/Code He   0.0  6016216   0:01.88 qww                501
18693 /Applications/Vi /Applications/Visual Studio Code.app/Contents/Frameworks/Code He   0.0  6015984   0:01.82 qww                501
19056 /Applications/QQ /Applications/QQLive.app/Contents/MacOS/QQLive                     0.0  7092536   9:23.76 qww                501
19079 /System/Library/ /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServic   0.0  4448436   0:04.41 qww                501
19854 /System/Library/ /System/Library/CoreServices/Siri.app/Contents/MacOS/Siri launch   0.2  4454224   0:11.85 qww                501
19860 /System/Library/ /System/Library/CoreServices/Siri.app/Contents/XPCServices/SiriN   0.0  5091328   0:09.29 qww                501
20239 /System/Library/ /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPC   0.0  4430964   0:00.19 qww                501
20490 /usr/libexec/app /usr/libexec/applessdstatistics                                    0.0  4340692   0:00.01 root                 0
21132 /Applications/Di /Applications/DingTalk.app/Contents/Frameworks/DingTalk Helper.a   0.0  5084328   0:01.12 qww                501
21496 /Applications/Su /Applications/Sublime Text.app/Contents/MacOS/Sublime Text         0.0  5236348   0:11.80 qww                501
21497 /Applications/Su /Applications/Sublime Text.app/Contents/MacOS/plugin_host 21496    0.0  5096044   0:01.15 qww                501
21637 /usr/local/bin/n /usr/local/bin/node /Users/qww/Library/Application Support/Subli   0.0  4617212   0:00.04 qww                501
21815 /Applications/La /Applications/Lantern.app/Contents/MacOS/lantern                   0.4  5033908  39:34.77 qww                501
21816 /Applications/La /Applications/Lantern.app/Contents/MacOS/lantern                   0.5  4858812  37:13.46 qww                501
21820 /Users/qww/Libra /Users/qww/Library/Application Support/byteexec/sysproxy-cmd wai   0.0  4277220   0:00.01 root                 0
21948 /usr/libexec/stu /usr/libexec/studentd                                              0.0  4469344   0:02.99 qww                501
23761 /Applications/Go /Applications/Google Chrome.app/Contents/Frameworks/Google Chrom   0.0  9081512   0:06.09 qww                501
23822 /Applications/Go /Applications/Google Chrome.app/Contents/Frameworks/Google Chrom   0.0  9298864   0:11.97 qww                501
23950 /Applications/Go /Applications/Google Chrome.app/Contents/Frameworks/Google Chrom   0.0  9440248   0:21.80 qww                501
25085 /Applications/Vi /Applications/Visual Studio Code.app/Contents/Frameworks/Code He   0.0  6038108   0:01.32 qww                501
26126 /Applications/Go /Applications/Google Chrome.app/Contents/Frameworks/Google Chrom   0.0  9080800   0:54.97 qww                501
26191 /Applications/Go /Applications/Google Chrome.app/Contents/Frameworks/Google Chrom   0.0 13556604   0:09.74 qww                501
26216 /Applications/Go /Applications/Google Chrome.app/Contents/Frameworks/Google Chrom   0.0  9255056   0:04.57 qww                501
26409 /Applications/Go /Applications/Google Chrome.app/Contents/Frameworks/Google Chrom   0.0  9086428   0:04.56 qww                501
26437 /Applications/Go /Applications/Google Chrome.app/Contents/Frameworks/Google Chrom   0.0  9096716   0:06.04 qww                501
26679 /Applications/Vi /Applications/Visual Studio Code.app/Contents/Frameworks/Code He   0.0  5905116   0:00.57 qww                501
28451 /Applications/Go /Applications/Google Chrome.app/Contents/Frameworks/Google Chrom   0.0 13616212   0:07.82 qww                501
30232 /Applications/Go /Applications/Google Chrome.app/Contents/Frameworks/Google Chrom   0.0  9112364   0:04.08 qww                501
30249 /Applications/Go /Applications/Google Chrome.app/Contents/Frameworks/Google Chrom   0.0  9271664   0:06.07 qww                501
30313 /Applications/Go /Applications/Google Chrome.app/Contents/Frameworks/Google Chrom   0.0  9078948   0:03.80 qww                501
32892 /Applications/Go /Applications/Google Chrome.app/Contents/Frameworks/Google Chrom   0.0  9075556   0:03.69 qww                501
33103 /Applications/Go /Applications/Google Chrome.app/Contents/Frameworks/Google Chrom   0.0  9122324   0:04.51 qww                501
33106 /Applications/Go /Applications/Google Chrome.app/Contents/Frameworks/Google Chrom   0.0  9301184   0:04.53 qww                501
35232 /System/Library/ /System/Library/Frameworks/WebKit.framework/Versions/A/XPCServic   0.0 106675292   0:03.11 qww                501
35347 /System/Library/ /System/Library/Frameworks/CoreServices.framework/Frameworks/Met   0.0  4418012   0:00.07 _spotlight          89
36289 /Applications/Vi /Applications/Visual Studio Code.app/Contents/Frameworks/Code He   0.0  6079640   0:01.34 qww                501
38973 /Applications/Vi /Applications/Visual Studio Code.app/Contents/Frameworks/Code He   0.0  5892460   0:00.44 qww                501
40062 /Applications/Vi /Applications/Visual Studio Code.app/Contents/Frameworks/Code He   0.0  5839316   0:00.18 qww                501
40202 /Applications/Vi /Applications/Visual Studio Code.app/Contents/Frameworks/Code He   0.0  6051884   0:00.77 qww                501
40344 /System/Library/ /System/Library/Frameworks/CoreServices.framework/Frameworks/Met   0.0  4437312   0:03.35 qww                501
40345 /System/Library/ /System/Library/Frameworks/CoreServices.framework/Frameworks/Met   0.0  4437980   0:03.56 qww                501
40593 /Applications/Go /Applications/Google Chrome.app/Contents/Frameworks/Google Chrom   0.0  8930732   0:00.14 qww                501
40940 /Applications/Vi /Applications/Visual Studio Code.app/Contents/Frameworks/Code He   0.0  4755164   0:00.28 qww                501
43634 /usr/bin/ssh-age /usr/bin/ssh-agent -l                                              0.0  4292464   0:00.02 qww                501
43689 /usr/libexec/san /usr/libexec/sandboxd                                              0.0  4424868   0:00.93 root                 0
43769 /usr/sbin/netbio /usr/sbin/netbiosd                                                 0.0  4396944   0:00.20 _netbios           222
46253 /Applications/Vi /Applications/Visual Studio Code.app/Contents/Frameworks/Code He   0.0  5830644   0:00.21 qww                501
46254 /Applications/Vi /Applications/Visual Studio Code.app/Contents/Frameworks/Code He   0.0  5839924   0:00.22 qww                501
46255 /Applications/Vi /Applications/Visual Studio Code.app/Contents/Frameworks/Code He   0.0  5831908   0:00.17 qww                501
47333 /Applications/Vi /Applications/Visual Studio Code.app/Contents/Frameworks/Code He   0.0  5839224   0:00.12 qww                501
48106 /usr/libexec/Per /usr/libexec/PerfPowerServices                                     0.0  4423864   0:01.21 root                 0
48154 /Applications/Go /Applications/Google Chrome.app/Contents/Frameworks/Google Chrom   0.0  9223292   0:01.40 qww                501
49461 /Applications/Go /Applications/Google Chrome.app/Contents/Frameworks/Google Chrom   0.0  9271520   0:01.31 qww                501
49982 /Applications/Go /Applications/Google Chrome.app/Contents/Frameworks/Google Chrom   0.0  9093816   0:01.47 qww                501
50122 /Applications/Go /Applications/Google Chrome.app/Contents/Frameworks/Google Chrom   0.0  8936748   0:00.93 qww                501
50267 /Applications/Go /Applications/Google Chrome.app/Contents/Frameworks/Google Chrom   0.0  9065688   0:00.79 qww                501
51349 /System/Library/ /System/Library/CoreServices/CoreServicesUIAgent.app/Contents/Ma   0.0  4458724   0:00.35 qww                501
52008 /System/Library/ /System/Library/Frameworks/CoreServices.framework/Frameworks/Met   0.0  4421076   0:00.47 qww                501
52480 /Applications/Go /Applications/Google Chrome.app/Contents/Frameworks/Google Chrom   0.2  9080060   0:01.52 qww                501
52847 /System/Library/ /System/Library/Frameworks/CoreServices.framework/Frameworks/Met   0.0  4417200   0:00.33 qww                501
53386 /System/Library/ /System/Library/Frameworks/CoreServices.framework/Frameworks/Met   0.0  4386212   0:00.15 qww                501
53944 /System/Library/ /System/Library/Frameworks/CoreServices.framework/Frameworks/Met   0.0  4354588   0:00.02 qww                501
54225 /System/Library/ /System/Library/CoreServices/backupd.bundle/Contents/Resources/b   0.0  4398512   0:00.03 root                 0
54269 /Applications/Go /Applications/Google Chrome.app/Contents/Frameworks/Google Chrom   0.0  9085396   0:00.44 qww                501
54271 /System/Library/ /System/Library/Frameworks/CoreServices.framework/Frameworks/Met   0.0  4416396   0:00.19 qww                501
54294 /Applications/Go /Applications/Google Chrome.app/Contents/Frameworks/Google Chrom   0.0  9078020   0:00.49 qww                501
54298 /Applications/Go /Applications/Google Chrome.app/Contents/Frameworks/Google Chrom   0.0  8874756   0:00.02 qww                501
28530 /Applications/iT /Applications/iTerm.app/Contents/MacOS/iTerm2 --server /usr/bin/   0.0  4364420   0:00.03 qww                501
28531 /usr/bin/login   /usr/bin/login -fpl qww /Applications/iTerm.app/Contents/MacOS/i   0.0  4339504   0:00.01 root                 0
28532 -zsh             -zsh                                                               0.0  4356680   0:00.21 qww                501
28688 /Applications/iT /Applications/iTerm.app/Contents/MacOS/iTerm2 --server /usr/bin/   0.0  4372612   0:00.03 qww                501
28689 /usr/bin/login   /usr/bin/login -fpl qww /Applications/iTerm.app/Contents/MacOS/i   0.0  4350768   0:00.01 root                 0
28690 -zsh             -zsh                                                               0.0  4372040   0:00.12 qww                501
 2407 /Applications/iT /Applications/iTerm.app/Contents/MacOS/iTerm2 --server /usr/bin/   0.0  4356228   0:00.03 qww                501
 2416 /usr/bin/login   /usr/bin/login -fpl qww /Applications/iTerm.app/Contents/MacOS/i   0.0  4370224   0:00.01 root                 0
 2420 -zsh             -zsh                                                               0.0  4372040   0:00.09 qww                501
 2412 /Applications/iT /Applications/iTerm.app/Contents/MacOS/iTerm2 --server /usr/bin/   0.0  4372612   0:00.02 qww                501
 2418 /usr/bin/login   /usr/bin/login -fpl qww /Applications/iTerm.app/Contents/MacOS/i   0.0  4369200   0:00.01 root                 0
 2422 -zsh             -zsh                                                               0.0  4372040   0:00.18 qww                501
24827 node             node /usr/local/bin/yarn start                                     0.0  4654060   0:01.75 qww                501
24828 /usr/local/bin/n /usr/local/bin/node /Users/qww/Documents/eazytec/ecoder-web/ecod   0.0  4636048   0:00.10 qww                501
24829 /usr/local/bin/n /usr/local/bin/node /Users/qww/Documents/eazytec/ecoder-web/ecod   0.0  5968196   0:06.87 qww                501
 2415 /Applications/iT /Applications/iTerm.app/Contents/MacOS/iTerm2 --server /usr/bin/   0.0  4364420   0:00.02 qww                501
 2421 /usr/bin/login   /usr/bin/login -fpl qww /Applications/iTerm.app/Contents/MacOS/i   0.0  4370224   0:00.01 root                 0
 2424 -zsh             -zsh                                                               0.0  4371016   0:00.85 qww                501
33397 node             node /usr/local/bin/yarn run dev                                   0.0  4656160   0:01.26 qww                501
33398 /usr/local/bin/n /usr/local/bin/node /Users/qww/Documents/eazytec/ecoder-web/ecod   0.0  4613992   0:00.09 qww                501
33399 /usr/local/bin/n /usr/local/bin/node --require /Users/qww/Documents/eazytec/ecode   0.0  5793240   0:00.15 qww                501
33401 /usr/local/bin/n /usr/local/bin/node --require /Users/qww/Documents/eazytec/ecode   0.0  5764012   0:01.09 qww                501
33402 /usr/local/bin/n /usr/local/bin/node --require /Users/qww/Documents/eazytec/ecode   0.0  5805800   0:01.58 qww                501
 7082 /Applications/iT /Applications/iTerm.app/Contents/MacOS/iTerm2 --server /usr/bin/   0.0  4397188   0:00.04 qww                501
 7083 /usr/bin/login   /usr/bin/login -fpl qww /Applications/iTerm.app/Contents/MacOS/i   0.0  4340528   0:00.01 root                 0
 7084 -zsh             -zsh                                                               0.0  4322888   0:00.19 qww                501
 7193 node             node bin/iceworks.js                                               0.0  4673656   0:00.39 qww                501
 7194 node             node /Users/qww/.iceworks-server/node_modules/.bin/egg-scripts s   0.0  4606960   0:00.03 qww                501
 7195 node             node /Users/qww/.iceworks-server/node_modules/egg-scripts/lib/st   0.0  5667008   0:00.35 qww                501
 7196 /usr/local/bin/n /usr/local/bin/node /Users/qww/.iceworks-server/node_modules/egg   0.0  5745492   0:04.06 qww                501
 7197 /usr/local/bin/n /usr/local/bin/node /Users/qww/.iceworks-server/node_modules/egg   0.0  5756548   0:03.19 qww                501
 7198 /usr/local/bin/n /usr/local/bin/node /Users/qww/.iceworks-server/node_modules/egg   0.0  5751512   0:02.70 qww                501
 7199 /usr/local/bin/n /usr/local/bin/node /Users/qww/.iceworks-server/node_modules/egg   0.0  5751620   0:02.59 qww                501
 7200 /usr/local/bin/n /usr/local/bin/node /Users/qww/.iceworks-server/node_modules/egg   0.0  5751116   0:02.46 qww                501
 7201 /usr/local/bin/n /usr/local/bin/node /Users/qww/.iceworks-server/node_modules/egg   0.0  5751712   0:02.48 qww                501
 7202 /usr/local/bin/n /usr/local/bin/node /Users/qww/.iceworks-server/node_modules/egg   0.0  5752520   0:02.53 qww                501
 7203 /usr/local/bin/n /usr/local/bin/node /Users/qww/.iceworks-server/node_modules/egg   0.0  5751604   0:02.50 qww                501
 7204 /usr/local/bin/n /usr/local/bin/node /Users/qww/.iceworks-server/node_modules/egg   0.0  5752428   0:02.70 qww                501
 7205 /usr/local/bin/n /usr/local/bin/node /Users/qww/.iceworks-server/node_modules/egg   0.0  5751116   0:02.49 qww                501
